Entry	Entry name	Protein names	Gene names	Gene names  (primary )
P51784	UBP11_HUMAN	Ubiquitin carboxyl-terminal hydrolase 11 (EC 3.4.19.12) (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11)	USP11 UHX1	USP11
Q9UPT9	UBP22_HUMAN	Ubiquitin carboxyl-terminal hydrolase 22 (EC 3.4.19.12) (Deubiquitinating enzyme 22) (Ubiquitin thioesterase 22) (Ubiquitin-specific-processing protease 22)	USP22 KIAA1063 USP3L	USP22
Q8NBZ7	UXS1_HUMAN	UDP-glucuronic acid decarboxylase 1 (EC 4.1.1.35) (UDP-glucuronate decarboxylase 1) (UGD) (UXS-1)	UXS1 UNQ2538/PRO6079	UXS1
Q96NZ8	WFKN1_HUMAN	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1 (Growth and differentiation factor-associated serum protein 2) (GASP-2) (hGASP-2) (WAP, follistatin, immunoglobulin, Kunitz and NTR domain-containing protein)	WFIKKN1 C16orf12 GASP2 WFIKKN PSEC0040	WFIKKN1
Q6UXN9	WDR82_HUMAN	WD repeat-containing protein 82 (Protein TMEM113) (Swd2)	WDR82 TMEM113 WDR82A UNQ9342/PRO34047	WDR82
O14972	VP26C_HUMAN	Vacuolar protein sorting-associated protein 26C (Down syndrome critical region protein 3) (Down syndrome critical region protein A)	VPS26C DCRA DSCR3 DSCRA	VPS26C
O43516	WIPF1_HUMAN	WAS/WASL-interacting protein family member 1 (Protein PRPL-2) (Wiskott-Aldrich syndrome protein-interacting protein) (WASP-interacting protein)	WIPF1 WASPIP WIP	WIPF1
Q92558	WASF1_HUMAN	Wiskott-Aldrich syndrome protein family member 1 (WASP family protein member 1) (Protein WAVE-1) (Verprolin homology domain-containing protein 1)	WASF1 KIAA0269 SCAR1 WAVE1	WASF1
C4AMC7	WASH3_HUMAN	Putative WAS protein family homolog 3 (Protein FAM39DP)	WASH3P FAM39DP	WASH3P
O00401	WASL_HUMAN	Neural Wiskott-Aldrich syndrome protein (N-WASP)	WASL	WASL
P23025	XPA_HUMAN	DNA repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein)	XPA XPAC	XPA
Q01831	XPC_HUMAN	DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125)	XPC XPCC	XPC
Q13488	VPP3_HUMAN	V-type proton ATPase 116 kDa subunit a3 (V-ATPase 116 kDa subunit a3) (Osteoclastic proton pump 116 kDa subunit) (OC-116 kDa) (OC116) (T-cell immune regulator 1) (T-cell immune response cDNA7 protein) (TIRC7) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 3)	TCIRG1 ATP6N1C ATP6V0A3	TCIRG1
Q9Y6I0	VPK6_HUMAN	Endogenous retrovirus group K member 6 Pro protein (HERV-K(C7) Pro protein) (HERV-K(HML-2.HOM) Pro protein) (HERV-K108 Pro protein) (HERV-K_7p22.1 provirus ancestral Pro protein) (EC 3.4.23.50) (Protease) (Proteinase) (PR)	ERVK-6 ERVK6	ERVK-6
Q96MP5	ZSWM3_HUMAN	Zinc finger SWIM domain-containing protein 3	ZSWIM3 C20orf164	ZSWIM3
P0C880	YT014_HUMAN	Putative uncharacterized protein FLJ40606		
Q8NCP5	ZBT44_HUMAN	Zinc finger and BTB domain-containing protein 44 (BTB/POZ domain-containing protein 15) (Zinc finger protein 851)	ZBTB44 BTBD15 ZNF851	ZBTB44
Q9UJL9	ZF69B_HUMAN	Zinc finger protein 69 homolog B (Zinc finger protein 643)	ZFP69B ZNF643	ZFP69B
Q8N3U4	STAG2_HUMAN	Cohesin subunit SA-2 (SCC3 homolog 2) (Stromal antigen 2)	STAG2 SA2	STAG2
P42226	STAT6_HUMAN	Signal transducer and activator of transcription 6 (IL-4 Stat)	STAT6	STAT6
P08842	STS_HUMAN	Steryl-sulfatase (EC 3.1.6.2) (Arylsulfatase C) (ASC) (Estrone sulfatase) (Steroid sulfatase) (Steryl-sulfate sulfohydrolase)	STS ARSC1	STS
Q9H169	STMN4_HUMAN	Stathmin-4 (Stathmin-like protein B3) (RB3)	STMN4	STMN4
Q7Z7C7	STRA8_HUMAN	Stimulated by retinoic acid gene 8 protein homolog	STRA8	STRA8
Q15208	STK38_HUMAN	Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1)	STK38 NDR1	STK38
P49842	STK19_HUMAN	Serine/threonine-protein kinase 19 (EC 2.7.11.1) (Protein G11) (Protein RP1)	STK19 G11 RP1	STK19
O95363	SYFM_HUMAN	Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)	FARS2 FARS1 HSPC320	FARS2
Q8TDR2	STK35_HUMAN	Serine/threonine-protein kinase 35 (EC 2.7.11.1) (CLP-36-interacting kinase 1) (CLIK-1) (PDLIM1-interacting kinase 1) (Serine/threonine-protein kinase 35 L1)	STK35 CLIK1 PDIK1 STK35L1	STK35
Q7L8C5	SYT13_HUMAN	Synaptotagmin-13 (Synaptotagmin XIII) (SytXIII)	SYT13 KIAA1427	SYT13
P21579	SYT1_HUMAN	Synaptotagmin-1 (Synaptotagmin I) (SytI) (p65)	SYT1 SVP65 SYT	SYT1
P59541	T2R30_HUMAN	Taste receptor type 2 member 30 (T2R30) (Taste receptor type 2 member 47) (T2R47)	TAS2R30 TAS2R47	TAS2R30
Q8N3R3	TCAIM_HUMAN	T-cell activation inhibitor, mitochondrial (Tolerance associated gene-1 protein) (TOAG-1)	TCAIM C3orf23 TOAG1	TCAIM
Q96DN5	TBC31_HUMAN	TBC1 domain family member 31 (WD repeat-containing protein 67)	TBC1D31 WDR67	TBC1D31
Q16635	TAZ_HUMAN	Tafazzin (Protein G4.5)	TAZ EFE2 G4.5	TAZ
O15273	TELT_HUMAN	Telethonin (Titin cap protein)	TCAP	TCAP
P21980	TGM2_HUMAN	Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Tissue transglutaminase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase H) (TGase H) (Transglutaminase-2) (TGase-2)	TGM2	TGM2
P02786	TFR1_HUMAN	Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (T9) (p90) (CD antigen CD71) [Cleaved into: Transferrin receptor protein 1, serum form (sTfR)]	TFRC	TFRC
P22735	TGM1_HUMAN	Protein-glutamine gamma-glutamyltransferase K (EC 2.3.2.13) (Epidermal TGase) (Transglutaminase K) (TG(K)) (TGK) (TGase K) (Transglutaminase-1) (TGase-1)	TGM1 KTG	TGM1
Q9UJT1	TBD_HUMAN	Tubulin delta chain (Delta-tubulin)	TUBD1 TUBD	TUBD1
Q86SX3	TEDC1_HUMAN	Tubulin epsilon and delta complex protein 1	TEDC1 C14orf80	TEDC1
Q6ZVM7	TM1L2_HUMAN	TOM1-like protein 2 (Target of Myb-like protein 2)	TOM1L2	TOM1L2
Q92748	THRSP_HUMAN	Thyroid hormone-inducible hepatic protein (Spot 14 protein) (S14) (SPOT14)	THRSP	THRSP
Q96AQ2	TM125_HUMAN	Transmembrane protein 125	TMEM125	TMEM125
A8MWL7	TM14D_HUMAN	Transmembrane protein 14DP	TMEM14DP TMEM14D	TMEM14DP
Q9NS93	TM7S3_HUMAN	Transmembrane 7 superfamily member 3 (Seven span transmembrane protein)	TM7SF3	TM7SF3
Q92545	TM131_HUMAN	Transmembrane protein 131 (Protein RW1)	TMEM131 KIAA0257 RW1	TMEM131
Q9Y6G1	TM14A_HUMAN	Transmembrane protein 14A	TMEM14A C6orf73 PTD011	TMEM14A
Q6ICL3	TNG2_HUMAN	Transport and Golgi organization protein 2 homolog	TANGO2 C22orf25	TANGO2
Q8N4H5	TOM5_HUMAN	Mitochondrial import receptor subunit TOM5 homolog	TOMM5 C9orf105 TOM5	TOMM5
O94842	TOX4_HUMAN	TOX high mobility group box family member 4 (Epidermal Langerhans cell protein LCP1)	TOX4 C14orf92 KIAA0737	TOX4
O94826	TOM70_HUMAN	Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70)	TOMM70 KIAA0719 TOM70 TOMM70A	TOMM70
C9JI98	TM238_HUMAN	Transmembrane protein 238	TMEM238	TMEM238
Q5GJ75	TP8L3_HUMAN	Tumor necrosis factor alpha-induced protein 8-like protein 3 (TNF alpha-induced protein 8-like protein 3) (TNFAIP8-like protein 3)	TNFAIP8L3 TIPE3	TNFAIP8L3
P0DTU3	TRAR2_HUMAN	T cell receptor alpha chain MC.7.G5 (MC.7.G5 TRA) (TR alpha chain TRAV38-2DV8*01J31*01C*01)	TRA	TRA
P19438	TNR1A_HUMAN	Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a) [Cleaved into: Tumor necrosis factor receptor superfamily member 1A, membrane form; Tumor necrosis factor-binding protein 1 (TBPI)]	TNFRSF1A TNFAR TNFR1	TNFRSF1A
Q93038	TNR25_HUMAN	Tumor necrosis factor receptor superfamily member 25 (Apo-3) (Apoptosis-inducing receptor AIR) (Apoptosis-mediating receptor DR3) (Apoptosis-mediating receptor TRAMP) (Death receptor 3) (Lymphocyte-associated receptor of death) (LARD) (Protein WSL) (Protein WSL-1)	TNFRSF25 APO3 DDR3 DR3 TNFRSF12 WSL WSL1 UNQ455/PRO779	TNFRSF25
Q9BWF2	TRAIP_HUMAN	E3 ubiquitin-protein ligase TRAIP (EC 2.3.2.27) (RING finger protein 206) (TRAF-interacting protein)	TRAIP RNF206 TRIP	TRAIP
Q9NZQ9	TMOD4_HUMAN	Tropomodulin-4 (Skeletal muscle tropomodulin) (Sk-Tmod)	TMOD4	TMOD4
Q6NT89	TRNP1_HUMAN	TMF-regulated nuclear protein 1	TRNP1 C1orf225 TRNP	TRNP1
Q5JTV8	TOIP1_HUMAN	Torsin-1A-interacting protein 1 (Lamin-associated protein 1B) (LAP1B)	TOR1AIP1 LAP1	TOR1AIP1
Q6UXZ0	TMIG1_HUMAN	Transmembrane and immunoglobulin domain-containing protein 1	TMIGD1 TMIGD UNQ9372/PRO34164	TMIGD1
Q5T0D9	TPRGL_HUMAN	Tumor protein p63-regulated gene 1-like protein (Mossy fiber terminal-associated vertebrate-specific presynaptic protein) (Protein FAM79A)	TPRG1L FAM79A MOVER	TPRG1L
Q969T4	UB2E3_HUMAN	Ubiquitin-conjugating enzyme E2 E3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme E3) (UbcH9) (Ubiquitin carrier protein E3) (Ubiquitin-conjugating enzyme E2-23 kDa) (Ubiquitin-protein ligase E3)	UBE2E3 UBCE4 UBCH9	UBE2E3
Q96RU2	UBP28_HUMAN	Ubiquitin carboxyl-terminal hydrolase 28 (EC 3.4.19.12) (Deubiquitinating enzyme 28) (Ubiquitin thioesterase 28) (Ubiquitin-specific-processing protease 28)	USP28 KIAA1515	USP28
P67809	YBOX1_HUMAN	Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)	YBX1 NSEP1 YB1	YBX1
Q8WVY7	UBCP1_HUMAN	Ubiquitin-like domain-containing CTD phosphatase 1 (EC 3.1.3.16) (Nuclear proteasome inhibitor UBLCP1)	UBLCP1	UBLCP1
Q9BY64	UDB28_HUMAN	UDP-glucuronosyltransferase 2B28 (UDPGT 2B28) (UGT2B28) (EC 2.4.1.17)	UGT2B28	UGT2B28
Q9Y5T5	UBP16_HUMAN	Ubiquitin carboxyl-terminal hydrolase 16 (EC 3.4.19.12) (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-processing protease UBP-M) (Ubiquitin-specific-processing protease 16)	USP16 MSTP039	USP16
Q86TS7	U730_HUMAN	Putative UPF0730 protein encoded by LINC00643 (Long intergenic non-protein coding RNA 643)	LINC00643	LINC00643
Q15696	U2AFM_HUMAN	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 (CCCH type zinc finger, RNA-binding motif and serine/arginine rich protein 2) (Renal carcinoma antigen NY-REN-20) (U2(RNU2) small nuclear RNA auxiliary factor 1-like 2) (U2AF35-related protein) (URP)	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP	ZRSR2
Q96JH7	VCIP1_HUMAN	Deubiquitinating protein VCPIP1 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135) (VCP/p47 complex-interacting 135-kDa protein)	VCPIP1 KIAA1850 VCIP135	VCPIP1
Q86Y38	XYLT1_HUMAN	Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I) (XT-I) (XylT-I)	XYLT1 XT1	XYLT1
Q9UBD3	XCL2_HUMAN	Cytokine SCM-1 beta (C motif chemokine 2) (XC chemokine ligand 2)	XCL2 SCYC2	XCL2
Q9NZC7	WWOX_HUMAN	WW domain-containing oxidoreductase (EC 1.1.1.-) (Fragile site FRA16D oxidoreductase) (Short chain dehydrogenase/reductase family 41C member 1)	WWOX FOR SDR41C1 WOX1	WWOX
Q6PP77	XKR2_HUMAN	XK-related protein 2 (Membrane protein XPLAC) (X Kell blood group-related, X-linked)	XKRX XKR2 XPLAC XRG2	XKRX
Q96NJ1	YI001_HUMAN	Uncharacterized protein FLJ30774		
Q86W11	ZSC30_HUMAN	Zinc finger and SCAN domain-containing protein 30 (ZNF-WYM) (Zinc finger protein 397 opposite strand) (Zinc finger protein 397OS)	ZSCAN30 ZNF397OS	ZSCAN30
Q6NZY4	ZCHC8_HUMAN	Zinc finger CCHC domain-containing protein 8 (TRAMP-like complex RNA-binding factor ZCCHC8)	ZCCHC8	ZCCHC8
O43829	ZBT14_HUMAN	Zinc finger and BTB domain-containing protein 14 (Zinc finger protein 161 homolog) (Zfp-161) (Zinc finger protein 478) (Zinc finger protein 5 homolog) (ZF5) (Zfp-5) (hZF5)	ZBTB14 ZFP161 ZNF478	ZBTB14
Q9UIJ5	ZDHC2_HUMAN	Palmitoyltransferase ZDHHC2 (EC 2.3.1.225) (Acyltransferase ZDHHC2) (EC 2.3.1.-) (Reduced expression associated with metastasis protein) (Ream) (Reduced expression in cancer protein) (Rec) (Zinc finger DHHC domain-containing protein 2) (DHHC-2) (Zinc finger protein 372)	ZDHHC2 REAM REC ZNF372	ZDHHC2
Q6ZSS3	ZN621_HUMAN	Zinc finger protein 621	ZNF621	ZNF621
Q9HAH1	ZN556_HUMAN	Zinc finger protein 556	ZNF556	ZNF556
Q9H7B2	RPF2_HUMAN	Ribosome production factor 2 homolog (Brix domain-containing protein 1) (Ribosome biogenesis protein RPF2 homolog)	RPF2 BXDC1	RPF2
Q9H0A6	RNF32_HUMAN	RING finger protein 32	RNF32 FKSG33 HSD15	RNF32
P04844	RPN2_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (RIBIIR) (Ribophorin II) (RPN-II) (Ribophorin-2)	RPN2	RPN2
Q6XPR3	RPTN_HUMAN	Repetin	RPTN	RPTN
Q9Y291	RT33_HUMAN	28S ribosomal protein S33, mitochondrial (MRP-S33) (S33mt) (Mitochondrial small ribosomal subunit protein mS33)	MRPS33 CGI-139 PTD003	MRPS33
Q9NVS2	RT18A_HUMAN	39S ribosomal protein S18a, mitochondrial (MRP-S18-a) (Mrps18a) (S18mt-a) (39S ribosomal protein S18-3, mitochondrial) (MRP-S18-3) (Mitochondrial large ribosomal subunit protein bS18a) (Mitochondrial large ribosomal subunit protein mL66)	MRPS18A	MRPS18A
Q9Y676	RT18B_HUMAN	28S ribosomal protein S18b, mitochondrial (MRP-S18-b) (Mrps18-b) (S18mt-b) (28S ribosomal protein S18-2, mitochondrial) (MRP-S18-2) (Mitochondrial small ribosomal subunit protein bS18b) (Mitochondrial small ribosomal subunit protein mS40)	MRPS18B C6orf14 HSPC183 PTD017	MRPS18B
P06702	S10A9_HUMAN	Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9)	S100A9 CAGB CFAG MRP14	S100A9
Q9Y2R9	RT07_HUMAN	28S ribosomal protein S7, mitochondrial (MRP-S7) (S7mt) (Mitochondrial small ribosomal subunit protein uS7m) (bMRP-27a) (bMRP27a)	MRPS7	MRPS7
Q8NET4	RTL9_HUMAN	Retrotransposon Gag-like protein 9 (Retrotransposon gag domain-containing protein 1) (Tumor antigen BJ-HCC-23)	RTL9 KIAA1318 RGAG1	RTL9
Q7L4I2	RSRC2_HUMAN	Arginine/serine-rich coiled-coil protein 2	RSRC2	RSRC2
P0C7Q5	S35G4_HUMAN	Putative solute carrier family 35 member G4 (Acyl-malonyl-condensing enzyme 1-like protein 1)	SLC35G4 AMAC1L1 SLC35G4P	SLC35G4
Q9BZJ4	S2539_HUMAN	Solute carrier family 25 member 39	SLC25A39 CGI-69 PRO2163	SLC25A39
Q96BR1	SGK3_HUMAN	Serine/threonine-protein kinase Sgk3 (EC 2.7.11.1) (Cytokine-independent survival kinase) (Serum/glucocorticoid-regulated kinase 3) (Serum/glucocorticoid-regulated kinase-like)	SGK3 CISK SGKL	SGK3
Q8IWX5	SGPP2_HUMAN	Sphingosine-1-phosphate phosphatase 2 (SPPase2) (Spp2) (hSPP2) (EC 3.1.3.-) (Sphingosine-1-phosphatase 2)	SGPP2	SGPP2
P30531	SC6A1_HUMAN	Sodium- and chloride-dependent GABA transporter 1 (GAT-1) (Solute carrier family 6 member 1)	SLC6A1 GABATR GABT1 GAT1	SLC6A1
Q9P1W8	SIRPG_HUMAN	Signal-regulatory protein gamma (SIRP-gamma) (CD172 antigen-like family member B) (Signal-regulatory protein beta-2) (SIRP-b2) (SIRP-beta-2) (CD antigen CD172g)	SIRPG SIRPB2	SIRPG
Q96ST3	SIN3A_HUMAN	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)	SIN3A	SIN3A
O60749	SNX2_HUMAN	Sorting nexin-2 (Transformation-related gene 9 protein) (TRG-9)	SNX2 TRG9	SNX2
P60880	SNP25_HUMAN	Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein)	SNAP25 SNAP	SNAP25
P09012	SNRPA_HUMAN	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A)	SNRPA	SNRPA
Q08ET2	SIG14_HUMAN	Sialic acid-binding Ig-like lectin 14 (Siglec-14)	SIGLEC14 UNQ294/PRO333	SIGLEC14
Q15431	SYCP1_HUMAN	Synaptonemal complex protein 1 (SCP-1) (Cancer/testis antigen 8) (CT8)	SYCP1 SCP1	SYCP1
Q96FJ0	STALP_HUMAN	AMSH-like protease (AMSH-LP) (EC 3.4.19.-) (STAM-binding protein-like 1)	STAMBPL1 AMSHLP KIAA1373	STAMBPL1
A6NJG2	SWAHD_HUMAN	Ankyrin repeat domain-containing protein SOWAHD (Ankyrin repeat domain-containing protein 58) (Protein sosondowah homolog D)	SOWAHD ANKRD58	SOWAHD
A0A1B0GUW6	SPEM3_HUMAN	Uncharacterized protein SPEM3	SPEM3	SPEM3
O95238	SPDEF_HUMAN	SAM pointed domain-containing Ets transcription factor (Prostate epithelium-specific Ets transcription factor) (Prostate-specific Ets) (Prostate-derived Ets factor)	SPDEF PDEF PSE	SPDEF
Q8N434	SVOPL_HUMAN	Putative transporter SVOPL (SV2-related protein-like) (SVOP-like protein)	SVOPL	SVOPL
O00186	STXB3_HUMAN	Syntaxin-binding protein 3 (Platelet Sec1 protein) (PSP) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)	STXBP3	STXBP3
P09430	STP1_HUMAN	Spermatid nuclear transition protein 1 (STP-1) (TP-1)	TNP1	TNP1
Q8TAV4	STML3_HUMAN	Stomatin-like protein 3 (SLP-3)	STOML3	STOML3
Q7RTN6	STRAA_HUMAN	STE20-related kinase adapter protein alpha (STRAD alpha) (STE20-related adapter protein) (Serologically defined breast cancer antigen NY-BR-96)	STRADA LYK5 STRAD	STRADA
Q9BY14	TX101_HUMAN	Testis-expressed protein 101 (Cell surface receptor NYD-SP8) (Scleroderma-associated autoantigen) (Spermatogenesis-related gene protein)	TEX101 SGRG UNQ867/PRO1884	TEX101
P50991	TCPD_HUMAN	T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta) (Stimulator of TAR RNA-binding)	CCT4 CCTD SRB	CCT4
O00268	TAF4_HUMAN	Transcription initiation factor TFIID subunit 4 (RNA polymerase II TBP-associated factor subunit C) (TBP-associated factor 4) (Transcription initiation factor TFIID 130 kDa subunit) (TAF(II)130) (TAFII-130) (TAFII130) (Transcription initiation factor TFIID 135 kDa subunit) (TAF(II)135) (TAFII-135) (TAFII135)	TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135	TAF4
P59539	T2R45_HUMAN	Taste receptor type 2 member 45 (T2R45) (G-protein coupled receptor 59)	TAS2R45 GPR59	TAS2R45
Q86VY9	T200A_HUMAN	Transmembrane protein 200A	TMEM200A KIAA1913 HBE61	TMEM200A
Q9NYW4	TA2R5_HUMAN	Taste receptor type 2 member 5 (T2R5)	TAS2R5	TAS2R5
Q7Z5A7	TAFA5_HUMAN	Chemokine-like protein TAFA-5	TAFA5 FAM19A5 UNQ5208/PRO34524	TAFA5
Q9NYW1	TA2R9_HUMAN	Taste receptor type 2 member 9 (T2R9) (Taste receptor family B member 6) (TRB6)	TAS2R9	TAS2R9
Q9BRU2	TCAL7_HUMAN	Transcription elongation factor A protein-like 7 (TCEA-like protein 7) (Transcription elongation factor S-II protein-like 7)	TCEAL7	TCEAL7
Q5T0J7	TEX35_HUMAN	Testis-expressed protein 35	TEX35 C1orf49	TEX35
Q96M34	TEX55_HUMAN	Testis-specific expressed protein 55 (Testis-specific conserved, cAMP-dependent type II PK-anchoring protein)	TEX55 C3orf30 TSCPA	TEX55
Q00403	TF2B_HUMAN	Transcription initiation factor IIB (EC 2.3.1.48) (General transcription factor TFIIB) (S300-II)	GTF2B TF2B TFIIB	GTF2B
H3BV60	TGR3L_HUMAN	Transforming growth factor-beta receptor type 3-like protein (TGF-beta receptor type-3-like protein) (TGFR-3L) (Transforming growth factor-beta receptor type III-like protein) (TGF-beta receptor type III-like protein)	TGFBR3L	TGFBR3L
Q07352	TISB_HUMAN	mRNA decay activator protein ZFP36L1 (Butyrate response factor 1) (EGF-response factor 1) (ERF-1) (TPA-induced sequence 11b) (Zinc finger protein 36, C3H1 type-like 1) (ZFP36-like 1)	ZFP36L1 BERG36 BRF1 ERF1 RNF162B TIS11B	ZFP36L1
A0A0U1RQS6	TM275_HUMAN	Transmembrane protein 275	TMEM275	TMEM275
Q6GV28	TM225_HUMAN	Transmembrane protein 225	TMEM225 PMP22CD	TMEM225
Q8IU68	TMC8_HUMAN	Transmembrane channel-like protein 8 (Epidermodysplasia verruciformis protein 2)	TMC8 EVER2 EVIN2	TMC8
Q6UX40	TM107_HUMAN	Transmembrane protein 107	TMEM107 DC20 UNQ638/PRO1268	TMEM107
A0A1B0GTI8	TM272_HUMAN	Transmembrane protein 272	TMEM272	TMEM272
Q9P0N5	TM216_HUMAN	Transmembrane protein 216	TMEM216 HSPC244	TMEM216
O60235	TM11D_HUMAN	Transmembrane protease serine 11D (EC 3.4.21.-) (Airway trypsin-like protease) [Cleaved into: Transmembrane protease serine 11D non-catalytic chain; Transmembrane protease serine 11D catalytic chain]	TMPRSS11D HAT	TMPRSS11D
Q86V40	TIKI1_HUMAN	Metalloprotease TIKI1 (EC 3.4.-.-) (TRAB domain-containing protein 2A)	TRABD2A C2orf89 TIKI1	TRABD2A
Q96I45	TM141_HUMAN	Transmembrane protein 141	TMEM141	TMEM141
Q12815	TROAP_HUMAN	Tastin (Trophinin-assisting protein) (Trophinin-associated protein)	TROAP	TROAP
Q9UJA5	TRM6_HUMAN	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (mRNA methyladenosine-N(1)-methyltransferase non-catalytic subunit TRM6) (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6)	TRMT6 KIAA1153 TRM6 CGI-09	TRMT6
Q7RTY8	TMPS7_HUMAN	Transmembrane protease serine 7 (EC 3.4.21.-) (Matriptase-3)	TMPRSS7	TMPRSS7
O95361	TRI16_HUMAN	Tripartite motif-containing protein 16 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM16) (Estrogen-responsive B box protein)	TRIM16 EBBP	TRIM16
A6NDV4	TMM8B_HUMAN	Transmembrane protein 8B (Nasopharyngeal carcinoma-associated gene 6 protein) (Protein NAG-5) (Protein NGX6)	TMEM8B C9orf127 NGX6	TMEM8B
Q8N0U2	TMM61_HUMAN	Transmembrane protein 61	TMEM61	TMEM61
Q8N841	TTLL6_HUMAN	Tubulin polyglutamylase TTLL6 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 6)	TTLL6 TTL.6	TTLL6
Q8NEE8	TTC16_HUMAN	Tetratricopeptide repeat protein 16 (TPR repeat protein 16)	TTC16	TTC16
A0A0B4J279	TVA21_HUMAN	T cell receptor alpha variable 21	TRAV21	TRAV21
Q9NNW7	TRXR2_HUMAN	Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9) (Selenoprotein Z) (SelZ) (TR-beta) (Thioredoxin reductase TR3)	TXNRD2 KIAA1652 TRXR2	TXNRD2
P61077	UB2D3_HUMAN	Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3)	UBE2D3 UBC5C UBCH5C	UBE2D3
P22314	UBA1_HUMAN	Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1)	UBA1 A1S9T UBE1	UBA1
Q9Y6I4	UBP3_HUMAN	Ubiquitin carboxyl-terminal hydrolase 3 (EC 3.4.19.12) (Deubiquitinating enzyme 3) (Ubiquitin thioesterase 3) (Ubiquitin-specific-processing protease 3)	USP3	USP3
Q16864	VATF_HUMAN	V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F)	ATP6V1F ATP6S14 VATF	ATP6V1F
O15195	VILL_HUMAN	Villin-like protein	VILL	VILL
P18206	VINC_HUMAN	Vinculin (Metavinculin) (MV)	VCL	VCL
Q93098	WNT8B_HUMAN	Protein Wnt-8b	WNT8B	WNT8B
Q9UIA9	XPO7_HUMAN	Exportin-7 (Exp7) (Ran-binding protein 16)	XPO7 KIAA0745 RANBP16	XPO7
Q9H4A3	WNK1_HUMAN	Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1)	WNK1 HSN2 KDP KIAA0344 PRKWNK1	WNK1
Q6XCG6	YA011_HUMAN	Putative uncharacterized protein PP632	PP632	
